date,store_id,item_id,units_sold,predicted,residual,pct_residual,day_of_week,anomaly_score,anomaly_score_raw,is_anomaly
2024-11-23,4,6,549.4,326.62415,222.77585,0.6820556593870968,5,-1,-0.10420956187285246,1
2024-12-03,4,6,462.6,284.6551,177.94490000000002,0.6251245805889303,1,-1,-0.10419747472664953,1
2024-12-27,4,6,443.9,270.6718,173.22819999999996,0.6399935272163555,4,-1,-0.10343841063350867,1
2024-12-16,4,6,442.8,286.60034,156.19966,0.5450086346722407,0,-1,-0.10270459496775719,1
2024-11-18,7,5,187.2,100.92337,86.27662999999998,0.8548726622981375,0,-1,-0.10267380904566592,1
2024-10-07,5,6,55.2,176.56985,-121.36985,-0.687375845876292,0,-1,-0.10233071660561299,1
2024-09-26,5,14,9.9,167.5897,-157.6897,-0.9409271572178958,3,-1,-0.10215102055363567,1
2024-09-22,4,6,134.1,302.99533,-168.89533000000003,-0.5574189212751234,6,-1,-0.10127729676003605,1
2024-07-25,4,6,294.9,163.71834,131.18165999999997,0.8012642932978673,3,-1,-0.1007423110187382,1
2024-12-15,4,6,598.0,389.26447,208.73552999999998,0.5362306249013684,6,-1,-0.10062728594093884,1
2024-09-30,4,6,377.5,245.30968,132.19032,0.5388711933422278,0,-1,-0.10048564413254868,1
2024-10-19,4,6,465.9,286.86066,179.03933999999998,0.6241334730248477,5,-1,-0.1000152437301125,1
2024-10-23,4,6,369.5,209.49425,160.00575,0.7637715593626079,2,-1,-0.09996886048616238,1
2024-09-19,3,7,90.5,7.450153,83.049847,11.147401536585893,3,-1,-0.09905749831522315,1
2024-10-03,5,1,88.5,8.75162,79.74838,9.112413473162682,3,-1,-0.09881184804511156,1
2024-09-14,6,10,98.0,11.123425,86.876575,7.8102360558910595,5,-1,-0.09790925143393614,1
2024-11-17,5,6,492.1,319.84485,172.25515000000001,0.5385584604535606,6,-1,-0.09743341677214057,1
2024-08-10,4,6,368.6,219.84215,148.75785000000002,0.6766575472446936,5,-1,-0.09706903799866395,1
2024-12-30,1,6,223.0,130.5108,92.48920000000001,0.7086708532933674,0,-1,-0.09705314137891197,1
2024-11-28,1,8,13.3,141.05498,-127.75498,-0.9057105250732729,3,-1,-0.09649805935330669,1
2024-11-15,8,7,248.6,141.13754,107.46246,0.7614023880535256,4,-1,-0.0963054151507341,1
2024-08-09,4,6,281.6,167.20009,114.39991000000003,0.6842096197436259,4,-1,-0.0960606957340665,1
2024-11-12,2,1,4.0,112.93118,-108.93118,-0.9645801983119277,1,-1,-0.0956446500834901,1
2024-11-03,5,5,4.1,78.0437,-73.9437,-0.9474653303213457,6,-1,-0.0945952138103513,1
2024-09-30,5,1,6.8,88.77141,-81.97141,-0.9233987609298985,0,-1,-0.09457895779948722,1
2024-11-21,6,4,220.1,112.521736,107.57826399999999,0.9560665150064872,3,-1,-0.09387953520126369,1
2024-11-04,5,6,299.5,195.48251,104.01749000000001,0.5321063761663384,0,-1,-0.09338147513780792,1
2024-09-25,5,6,277.1,160.08012,117.01988000000003,0.7310081976450294,2,-1,-0.09335709855460106,1
2024-10-13,1,8,47.4,140.43852,-93.03852,-0.6624857624532072,6,-1,-0.09325529549076506,1
2024-08-04,4,6,317.7,200.91818,116.78181999999998,0.5812406821523068,6,-1,-0.09286210551871033,1
2024-11-10,6,2,393.8,255.5088,138.2912,0.5412385013745123,6,-1,-0.09237507836651082,1
2024-09-26,4,1,9.4,119.042786,-109.642786,-0.9210367942833596,3,-1,-0.09203691444684725,1
2024-08-23,1,1,93.1,19.560322,73.539678,3.7596353475162627,4,-1,-0.0914843169848738,1
2024-12-07,4,6,534.9,341.96838,192.93161999999995,0.5641797057377057,5,-1,-0.0914270475702521,1
2024-09-16,3,7,3.1,78.3629,-75.2629,-0.9604404635356784,0,-1,-0.09099685606549301,1
2024-09-18,4,6,341.3,206.42618,134.87382000000002,0.6533755553680256,2,-1,-0.09095962255687284,1
2024-10-20,1,12,10.7,79.159164,-68.459164,-0.8648292950643086,6,-1,-0.09090616426094511,1
2024-12-02,5,10,36.1,125.737816,-89.63781599999999,-0.712894647382773,0,-1,-0.09023313385807241,1
2024-11-17,4,14,203.4,110.99394,92.40606000000001,0.8325324788001941,6,-1,-0.09000922995299665,1
2024-10-31,1,12,298.1,182.02226,116.07774000000003,0.6377117831632243,3,-1,-0.08895877638575977,1
2024-12-28,7,6,229.6,129.76093,99.83906999999999,0.7694077870742757,5,-1,-0.08854393737101784,1
2024-08-11,5,6,85.8,190.48691,-104.68691,-0.5495753487733094,6,-1,-0.08805475224925885,1
2024-11-07,7,5,4.5,107.30999,-102.80999,-0.9580654140402026,3,-1,-0.08797315388182558,1
2024-11-10,6,9,219.3,126.13865,93.16135000000001,0.738563081180907,6,-1,-0.08782887313161847,1
2024-12-25,1,8,306.1,188.93352,117.16648000000004,0.6201465997140161,2,-1,-0.08780817659192108,1
2024-10-05,4,6,156.1,359.77167,-203.67166999999998,-0.5661136965008946,5,-1,-0.08756092459881737,1
2024-11-29,4,6,400.5,258.29572,142.20427999999998,0.5505483404835356,4,-1,-0.08720572465326781,1
2024-08-05,4,6,244.2,154.51494,89.68506,0.5804296982544211,0,-1,-0.0863824707968387,1
2024-10-03,5,14,7.5,106.745834,-99.245834,-0.9297396467950215,3,-1,-0.08628156310151192,1
2024-10-06,8,7,261.3,162.12746,99.17254,0.6116948973357135,6,-1,-0.08610941649544313,1
2024-12-16,3,15,27.6,109.87504,-82.27503999999999,-0.7488055521982062,0,-1,-0.08598974202703225,1
2024-10-07,4,2,70.1,20.463436,49.63656399999999,2.425622168241931,0,-1,-0.08462313375355845,1
2024-09-18,8,12,70.2,192.65825,-122.45825,-0.6356242206082532,2,-1,-0.08429600729700026,1
2024-11-12,4,6,445.6,301.2501,144.34990000000005,0.47916963347066127,1,-1,-0.08405264342475838,1
2024-10-24,1,12,188.7,95.219505,93.48049499999999,0.9817368300748884,3,-1,-0.0834660327696991,1
2024-12-29,7,13,227.1,136.2535,90.84649999999999,0.6667461753276062,6,-1,-0.08300733732446575,1
2024-12-01,1,8,22.7,94.638725,-71.93872499999999,-0.7601404710386789,6,-1,-0.08288409388072826,1
2024-10-27,6,4,199.6,116.97757,82.62243,0.7063100216562884,6,-1,-0.08204693860877466,1
2024-12-14,7,5,243.3,146.51707,96.78293000000002,0.6605573671381774,5,-1,-0.08131661896084486,1
2024-10-10,4,6,99.6,264.43268,-164.83268,-0.6233445881197438,3,-1,-0.08123696976273442,1
2024-11-05,7,13,13.9,98.51243,-84.61242999999999,-0.8589010544151636,1,-1,-0.08115523829155225,1
2024-10-28,4,6,349.7,238.26102,111.43897999999999,0.46771805140429595,0,-1,-0.08099493846954775,1
2024-12-14,5,6,436.7,291.58194,145.11806,0.4976922096066719,5,-1,-0.0800484602812025,1
2024-12-28,6,2,74.4,182.19664,-107.79664,-0.5916499887154889,5,-1,-0.07906959941305525,1
2024-10-01,5,14,5.3,86.05959,-80.75959,-0.9384147658616547,1,-1,-0.07895225190530486,1
2024-11-17,2,1,17.0,79.16649,-62.166489999999996,-0.7852626786914514,6,-1,-0.07884489430110653,1
2024-12-18,4,6,421.7,276.5612,145.1388,0.5247981278646463,2,-1,-0.0781484055208107,1
2024-08-02,5,6,216.3,128.6365,87.6635,0.6814823164498411,4,-1,-0.07722540474643835,1
2024-09-30,7,13,142.1,83.4932,58.60679999999999,0.7019350078808813,0,-1,-0.0770757788655766,1
2024-12-14,4,2,259.9,163.05186,96.84813999999997,0.5939713904520928,5,-1,-0.0767492727119592,1
2024-09-10,6,10,4.3,81.61867,-77.31867,-0.9473159756217542,1,-1,-0.07632934123533952,1
2024-12-29,1,12,485.3,343.2842,142.0158,0.4136974553445804,6,-1,-0.07626970420784895,1
2024-10-02,5,14,12.9,94.630165,-81.730165,-0.8636798319013815,2,-1,-0.07584566835502138,1
2024-11-17,2,11,19.4,82.72802,-63.32802,-0.7654966237557722,6,-1,-0.07503355380595689,1
2024-12-21,5,6,447.2,304.03293,143.16706999999997,0.4708933009328955,5,-1,-0.07440170157062176,1
2024-11-09,6,15,195.5,117.29869,78.20131,0.6666852801169392,5,-1,-0.07392504836592406,1
2024-08-31,2,8,10.3,89.10204,-78.80204,-0.8844021977499057,5,-1,-0.07389951282886709,1
2024-08-04,4,8,411.1,294.51883,116.58117000000004,0.39583604892087904,6,-1,-0.07365675735043187,1
2024-10-20,8,3,248.4,158.7045,89.69550000000001,0.5651730102171016,6,-1,-0.07319689238759186,1
2024-12-02,8,12,226.1,149.06882,77.03118,0.5167491095723439,0,-1,-0.07282373151820809,1
2024-11-12,7,13,3.9,74.17871,-70.27870999999999,-0.9474242676908239,1,-1,-0.07206878547121454,1
2024-09-28,4,11,5.7,79.63354,-73.93354,-0.9284221196244697,5,-1,-0.07176812967975177,1
2024-11-09,5,6,378.4,257.98795,120.41204999999997,0.46673517115818763,5,-1,-0.0715102400788824,1
2024-10-07,3,9,196.1,128.29616,67.80384000000001,0.5284946953985218,0,-1,-0.07041061501516288,1
2024-11-28,8,5,238.6,146.05367,92.54632999999998,0.6336460425814701,3,-1,-0.07030843198307057,1
2024-11-18,5,15,121.1,227.26846,-106.16846000000001,-0.4671499952083101,0,-1,-0.07022743827495526,1
2024-12-04,3,9,258.7,162.6771,96.02289999999999,0.5902668537858125,2,-1,-0.06961023917677123,1
2024-12-15,5,6,395.7,284.60202,111.09798,0.390362584214968,6,-1,-0.06935307191260076,1
2024-09-30,5,14,18.6,70.53307,-51.933069999999994,-0.736293911494282,0,-1,-0.06852270230605617,1
2024-10-26,7,5,206.8,129.33522,77.46478000000002,0.5989457473378096,5,-1,-0.06799281980410643,1
2024-09-30,6,4,38.2,96.368355,-58.16835499999999,-0.6036043159603585,0,-1,-0.06755973211992283,1
2024-10-19,8,14,11.0,78.044876,-67.044876,-0.8590554490726592,5,-1,-0.06752478195081846,1
2024-11-10,4,11,32.6,95.75423,-63.154230000000005,-0.6595450665730381,6,-1,-0.0673956356908777,1
2024-12-22,5,4,758.3,571.0308,187.26919999999996,0.3279493855672933,6,-1,-0.06724436653899724,1
2024-12-29,5,6,226.0,349.08606,-123.08605999999997,-0.3525951738090028,6,-1,-0.06708728333336533,1
2024-11-30,5,6,617.4,444.83044,172.56955999999997,0.3879445840082346,5,-1,-0.06681999843653841,1
2024-10-17,5,4,139.5,284.93982,-145.43982,-0.5104229377276928,3,-1,-0.06671243927106496,1
2024-10-04,4,1,8.6,87.240486,-78.64048600000001,-0.901421915508357,4,-1,-0.0665410829776435,1
2024-11-04,5,5,14.0,61.39077,-47.39077,-0.7719526893049232,0,-1,-0.06624187372852508,1
2024-10-22,1,12,31.8,0.0,31.8,31.8,1,-1,-0.06621174442521427,1
2024-12-26,4,6,422.7,291.96686,130.73314,0.4477670513701452,3,-1,-0.0662107668656402,1
2024-11-09,5,15,364.1,252.83617,111.26383000000001,0.44006294668994556,5,-1,-0.06585471231963225,1
2024-12-08,4,2,156.2,89.89915,66.30084999999998,0.7375025236612357,6,-1,-0.0656182448511392,1
2024-10-21,4,6,289.0,201.02191,87.97809000000001,0.437654233809638,0,-1,-0.06547776491119983,1
2024-09-09,3,1,106.3,58.90671,47.39329,0.804548242466775,0,-1,-0.06490564238443197,1
2024-11-24,4,6,447.0,329.8345,117.16550000000001,0.35522512047708776,6,-1,-0.06413179014178993,1
2024-09-12,5,6,59.1,154.88821,-95.78820999999999,-0.6184344825212972,3,-1,-0.06371573074713321,1
2024-08-12,4,6,254.1,175.77748,78.32252,0.44557767013157773,0,-1,-0.06330710105947313,1
2024-12-15,5,9,211.1,135.92918,75.17081999999999,0.553014591863204,6,-1,-0.0627954715176905,1
2024-10-03,4,6,365.6,249.98523,115.61477000000002,0.4624864036967305,3,-1,-0.06270097944203235,1
2024-08-17,6,9,61.9,147.9584,-86.0584,-0.5816391634405347,5,-1,-0.061852090995222264,1
2024-12-02,3,9,397.2,291.3528,105.84719999999999,0.36329563333525533,0,-1,-0.06184638220808869,1
2024-11-29,4,2,9.9,79.10364,-69.20364,-0.8748477314065446,4,-1,-0.061814747925169944,1
2024-10-25,3,10,14.8,90.68057,-75.88057,-0.8367897334566821,4,-1,-0.06168992946839902,1
2024-12-28,7,5,245.2,158.83485,86.36515,0.5437418173656474,5,-1,-0.06166395015613091,1
2024-10-30,1,6,41.0,124.955734,-83.955734,-0.6718838048680503,2,-1,-0.06162049787017654,1
2024-09-28,5,14,12.9,75.61733,-62.71733,-0.8294041855220226,5,-1,-0.06110377617322316,1
2024-11-10,4,6,494.6,368.00165,126.59835000000004,0.3440157129730262,6,-1,-0.060899788998400095,1
2024-11-17,7,13,185.5,116.743195,68.756805,0.5889577118392211,6,-1,-0.06068130512684888,1
2024-12-29,4,8,259.0,373.1103,-114.1103,-0.30583529856988667,6,-1,-0.06052844867860918,1
2024-12-08,5,6,225.7,338.01486,-112.31486000000001,-0.33227787677737014,6,-1,-0.06032916185914927,1
2024-11-23,5,6,169.0,312.88956,-143.88956000000002,-0.4598733176012648,5,-1,-0.06032440849146681,1
2024-10-20,8,14,79.2,29.320072,49.87992800000001,1.7012211975468547,6,-1,-0.06030918077148695,1
2024-11-20,4,6,358.5,243.53407,114.96592999999999,0.4720732914289979,2,-1,-0.0602815403589948,1
2024-10-03,4,1,8.8,67.039604,-58.239604,-0.8687343081561162,3,-1,-0.06001928360177766,1
2024-10-23,1,1,199.6,124.31267,75.28733,0.6056287746051952,2,-1,-0.0600073366776801,1
2024-10-06,5,12,165.4,102.007904,63.39209600000001,0.6214429815164128,6,-1,-0.05998873492679513,1
2024-11-02,1,6,232.0,151.81337,80.18663000000001,0.5281921480301769,5,-1,-0.059337469119153274,1
2024-12-10,4,6,297.8,512.90393,-215.10392999999993,-0.41938444495833743,1,-1,-0.05913779766782257,1
2024-10-15,3,6,70.8,26.575792,44.224208,1.6640786472139757,1,-1,-0.0591089303186314,1
2024-09-16,8,2,4.3,39.671104,-35.371104,-0.8916087639002939,0,-1,-0.059015212842192466,1
2024-10-11,8,5,4.9,68.4102,-63.510200000000005,-0.9283732542807944,4,-1,-0.058872709873268536,1
2024-11-17,4,11,39.9,96.60709,-56.70709,-0.5869868350242203,6,-1,-0.05846170648787552,1
2024-11-13,7,13,6.7,61.193047,-54.493047,-0.8905104365860389,2,-1,-0.05841275946521596,1
2024-09-24,5,15,261.1,176.41942,84.68058000000002,0.4799957963811468,1,-1,-0.05836453429149879,1
2024-08-19,5,6,152.5,255.42567,-102.92567,-0.40295742397387074,0,-1,-0.05810820348646739,1
2024-11-18,4,13,375.0,275.40686,99.59314,0.36162185647808487,0,-1,-0.057894994805240074,1
2024-12-07,8,7,310.4,213.13248,97.26751999999999,0.4563711734598124,5,-1,-0.05769701805399807,1
2024-10-05,4,1,164.3,97.933266,66.36673400000001,0.6776730391080801,5,-1,-0.057506068473118455,1
2024-11-27,1,8,7.8,59.9416,-52.141600000000004,-0.869873343387564,2,-1,-0.05748561895201443,1
2024-08-28,2,11,62.2,16.115217,46.084783,2.8597060157489658,2,-1,-0.057050107320800736,1
2024-08-04,1,8,177.4,111.45018,65.94982,0.5917426064273741,6,-1,-0.05674177816645409,1
2024-10-23,1,12,18.8,81.97524,-63.17524,-0.7706624585667575,2,-1,-0.05670653666072012,1
2024-10-07,3,6,4.0,37.138645,-33.138645,-0.8922954782006721,0,-1,-0.056154030822170964,1
2024-08-31,7,6,149.6,86.357864,63.24213599999999,0.7323263113594378,5,-1,-0.05608571301019638,1
2024-11-11,8,9,3.8,36.328793,-32.528793,-0.8953997728468436,0,-1,-0.05569183145094825,1
2024-12-22,4,13,478.8,363.67072,115.12928,0.3165756099363732,6,-1,-0.055453315856901275,1
2024-09-30,4,13,313.2,224.38673,88.81326999999999,0.3958044666901647,0,-1,-0.0553024108516057,1
2024-09-04,3,10,130.3,71.37195,58.92805000000001,0.8256471905279317,2,-1,-0.055182995687732994,1
2024-08-19,5,13,1.1,32.490017,-31.390017,-0.9661434464623394,0,-1,-0.05517846106067559,1
2024-12-26,8,7,78.4,172.72992,-94.32991999999999,-0.5461122195853503,3,-1,-0.054883008806431044,1
2024-11-09,1,6,251.0,167.79819,83.20181,0.49584450225595395,5,-1,-0.05451161249423675,1
2024-10-04,4,2,8.5,67.65469,-59.15469,-0.8743619991459572,4,-1,-0.05439988936294382,1
2024-11-23,8,3,275.5,186.48293,89.01706999999999,0.4773470150860456,5,-1,-0.05412069726542035,1
2024-11-16,5,12,180.8,113.38961,67.41039,0.5945023534343227,5,-1,-0.05377291399448281,1
2024-10-14,4,6,158.9,260.17612,-101.27612000000002,-0.3892598598211089,0,-1,-0.05327032340815352,1
2024-11-28,6,9,257.1,170.04439,87.05561000000003,0.5119581422239219,3,-1,-0.053157247151873865,1
2024-08-27,7,13,47.8,116.585846,-68.785846,-0.5900016885411631,1,-1,-0.05314291788924663,1
2024-10-17,8,2,326.2,225.32954,100.87045999999998,0.4476575064237027,3,-1,-0.05227784762250787,1
2024-10-29,1,6,52.3,125.2941,-72.9941,-0.5825821008331598,1,-1,-0.05178725923170591,1
2024-11-17,4,6,485.5,374.8085,110.69150000000002,0.29532814757402787,6,-1,-0.05176334253316772,1
2024-12-08,5,15,188.4,284.6069,-96.20689999999999,-0.33803432032041386,6,-1,-0.051552945176049914,1
2024-11-05,8,3,209.1,139.28333,69.81666999999999,0.501256467661995,1,-1,-0.051375793750522925,1
2024-09-29,1,1,210.1,141.02446,69.07553999999999,0.48981247650230314,6,-1,-0.05123183107678164,1
2024-12-26,1,8,207.2,131.32957,75.87043,0.5777101836242973,3,-1,-0.051161580555388,1
2024-12-08,1,8,203.9,303.90732,-100.00732000000002,-0.32907177095964657,6,-1,-0.05116117717293478,1
2024-11-23,4,3,125.6,233.5279,-107.9279,-0.462162765134273,5,-1,-0.05111756495750519,1
2024-09-22,5,14,287.1,202.82977,84.27023000000003,0.41547268924083497,6,-1,-0.05083603068620457,1
2024-09-12,4,6,333.0,231.25726,101.74274,0.4399547932030328,3,-1,-0.050441401071682046,1
2024-12-02,1,10,146.6,95.53526,51.06474,0.5345119697167308,0,-1,-0.04990957654402539,1
2024-12-01,8,12,261.2,183.71428,77.48571999999999,0.42177298356992166,6,-1,-0.049690105951600505,1
2024-11-24,5,14,172.6,260.97336,-88.37336000000002,-0.3386298126368148,6,-1,-0.04944202049702551,1
2024-08-09,5,6,211.7,138.692,73.00799999999998,0.5264038300695064,4,-1,-0.04942696699045268,1
2024-11-17,5,14,510.4,399.8567,110.54329999999999,0.2764572908244378,6,-1,-0.04942282405366283,1
2024-11-25,8,3,80.3,146.90994,-66.60994000000001,-0.45340662449389063,0,-1,-0.04862713905152438,1
2024-11-15,5,14,278.2,190.87534,87.32466,0.4574957666087196,4,-1,-0.048433839437454496,1
2024-10-15,4,6,361.2,258.95502,102.24498,0.39483683305309164,1,-1,-0.04836879444739273,1
2024-08-12,3,8,35.4,80.504295,-45.104295,-0.5602719084739516,0,-1,-0.0482293669945949,1
2024-07-26,1,10,4.0,55.833755,-51.833755,-0.9283587500070521,4,-1,-0.04822428481990626,1
2024-11-16,1,12,197.7,328.3178,-130.6178,-0.39783953230680763,5,-1,-0.04791710575647201,1
2024-09-02,8,14,77.5,44.06783,33.43217,0.7586525136363647,0,-1,-0.04791205074183447,1
2024-08-30,4,6,269.9,185.51482,84.38517999999999,0.4548702901471699,4,-1,-0.0475201929937511,1
2024-09-16,7,13,120.3,75.398346,44.90165399999999,0.5955257161741981,0,-1,-0.04740022643821207,1
2024-08-05,7,6,98.2,59.61716,38.582840000000004,0.6471767524652299,0,-1,-0.047191917353895274,1
2024-11-02,6,9,196.8,127.034615,69.76538500000001,0.5491840550703445,5,-1,-0.04711223239280382,1
2024-10-14,5,4,299.7,218.51157,81.18842999999998,0.37155208760799247,0,-1,-0.04691345575983685,1
2024-12-25,2,15,69.7,151.62581,-81.92581,-0.5403157285689026,2,-1,-0.046812812322004516,1
2024-10-22,6,14,225.8,152.74916,73.05084000000002,0.4782405350052336,1,-1,-0.0467083675600517,1
2024-08-19,1,1,2.3,24.467451,-22.167451,-0.9059975638655616,0,-1,-0.046644515829089794,1
2024-12-30,3,1,141.7,92.27583,49.42416999999999,0.5356133886847725,0,-1,-0.046321269964065714,1
2024-08-18,8,12,167.4,106.30355,61.096450000000004,0.5747357449492515,6,-1,-0.0458947168551167,1
2024-09-17,3,7,15.2,65.42672,-50.22672,-0.7676790155459421,1,-1,-0.045697497280646426,1
2024-11-14,8,9,6.7,54.373444,-47.673443999999996,-0.8767780830656965,3,-1,-0.04569185551367261,1
2024-11-04,2,11,23.7,62.72532,-39.02532000000001,-0.622162150786955,0,-1,-0.04521108470375523,1
2024-12-28,4,8,456.1,340.88678,115.21322000000004,0.3379808979391927,5,-1,-0.044986076513255924,1
2024-08-20,2,11,2.1,40.196846,-38.096846,-0.9477570951710987,1,-1,-0.044964877467317255,1
2024-09-16,6,14,112.9,70.36342,42.53658,0.604526897640848,0,-1,-0.04473386092180387,1
2024-09-28,5,4,588.2,451.9633,136.23670000000004,0.301433103086025,5,-1,-0.04439412292986189,1
2024-10-04,1,6,174.9,110.41298,64.48702,0.5840528894338328,4,-1,-0.04395163800447888,1
2024-12-06,4,8,315.6,223.24446,92.35554000000002,0.41369689532273285,4,-1,-0.04391037068948722,1
2024-09-08,8,15,1.9,31.775066,-29.875066,-0.9402046875370771,6,-1,-0.04363649513067791,1
2024-11-27,8,7,74.1,155.616,-81.51600000000002,-0.5238278840222086,2,-1,-0.04356500348823311,1
2024-08-06,8,4,3.1,42.361996,-39.261995999999996,-0.9268212007762807,1,-1,-0.0434965924976205,1
2024-12-11,4,6,421.0,303.37088,117.62912,0.38774031311113316,2,-1,-0.043020039146862143,1
2024-12-01,4,8,404.8,309.21387,95.58613000000003,0.309126269141808,6,-1,-0.042449397371204234,1
2024-09-16,8,14,19.5,55.599503,-36.099503,-0.6492774404835957,0,-1,-0.04233533471696527,1
2024-11-13,8,9,14.3,63.406345,-49.106345000000005,-0.7744705202610244,2,-1,-0.04220457137407707,1
2024-11-12,8,9,3.5,43.68225,-40.18225,-0.919875922142289,1,-1,-0.04201781166502416,1
2024-12-22,1,6,238.3,167.32513,70.97487000000001,0.424173404198162,6,-1,-0.04177628788353538,1
2024-11-11,5,8,12.5,46.71485,-34.21485,-0.732419134386603,0,-1,-0.04175043167227077,1
2024-09-26,4,6,626.5,477.35037,149.14963,0.31245315678712055,3,-1,-0.04173679954492071,1
2024-11-17,1,5,182.4,120.91523,61.48477000000001,0.5084948355968062,6,-1,-0.04136593272194666,1
2024-09-03,3,9,167.9,109.07993,58.82007,0.5392382448356906,1,-1,-0.0412985284305899,1
2024-11-28,4,6,924.1,741.36664,182.73336000000006,0.24648176777957,3,-1,-0.041238651815078575,1
2024-08-08,4,6,229.6,153.28105,76.31895,0.4979020563859655,3,-1,-0.041151766729160544,1
2024-11-25,5,14,302.3,223.31474,78.98526000000001,0.3536947896945809,0,-1,-0.04112116545682598,1
2024-10-20,3,15,59.9,118.81337,-58.91337000000001,-0.49584798411155245,6,-1,-0.04052997982475137,1
2024-10-26,3,10,98.7,47.520794,51.179206,1.0769854981800178,5,-1,-0.040355819942705096,1
2024-11-05,4,4,46.9,104.79074,-57.89074,-0.5524413702966503,1,-1,-0.04028072259763693,1
2024-09-08,2,5,1.2,28.633104,-27.433104,-0.958090467593035,6,-1,-0.04017757930304389,1
2024-11-27,4,6,392.4,281.27664,111.12335999999999,0.3950678591723792,2,-1,-0.04005363329776246,1
2024-10-21,1,12,11.5,0.0,11.5,11.5,0,-1,-0.039655102737687464,1
2024-12-01,1,6,110.2,185.69278,-75.49278,-0.4065466627189275,6,-1,-0.03961223634099831,1
2024-12-29,2,11,141.1,87.637634,53.46236599999999,0.6100389017804838,6,-1,-0.039174114628098944,1
2024-12-02,4,8,324.7,242.53133,82.16866999999999,0.33879610522896153,0,-1,-0.039023307322479495,1
2024-11-03,7,5,199.4,135.03816,64.36184,0.4766196458838005,6,-1,-0.03892936368877298,1
2024-11-10,8,9,7.1,41.395195,-34.295195,-0.8284825086583116,6,-1,-0.038928171484312823,1
2024-09-17,8,7,53.8,114.92535,-61.12535,-0.531870035636176,1,-1,-0.038476700513567774,1
2024-07-28,3,1,28.4,72.75695,-44.356950000000005,-0.609659283408664,6,-1,-0.038434924192808806,1
2024-12-09,1,2,17.2,51.68702,-34.48702,-0.6672278649455898,0,-1,-0.03841685818710949,1
2024-11-11,6,2,62.6,118.5788,-55.9788,-0.4720810127948672,0,-1,-0.03839143523235422,1
2024-11-27,1,5,160.9,100.74647,60.15353,0.597078289690944,2,-1,-0.03803858095452295,1
2024-10-08,4,6,158.0,262.4044,-104.40440000000001,-0.3978759502508342,1,-1,-0.03793966156892692,1
2024-09-22,7,6,116.0,190.99464,-74.99464,-0.3926531131973128,6,-1,-0.0379145205298127,1
2024-12-09,5,6,157.1,244.95784,-87.85784000000001,-0.3586651482557162,0,-1,-0.03784404343992642,1
2024-12-04,6,9,170.5,107.97378,62.526219999999995,0.5790870709537074,2,-1,-0.03763158144258527,1
2024-10-06,2,10,2.8,34.432236,-31.632236000000002,-0.9186808547664461,6,-1,-0.037544491721440476,1
2024-11-12,6,12,155.5,99.0461,56.453900000000004,0.5699760010742473,1,-1,-0.03749832907309936,1
2024-08-25,8,2,62.5,120.453545,-57.953545000000005,-0.48112776589514245,6,-1,-0.03725482543042968,1
2024-10-01,2,11,88.5,50.217426,38.282574,0.7623364447233913,1,-1,-0.03709690913713537,1
2024-10-20,4,8,341.6,256.48407,85.11593000000005,0.3318565944465871,6,-1,-0.03698175884104149,1
